MsgID.STATE,0.0000000,False,False
MsgID.LOCAL_VELOCITY,73.6020000,-8.8942575,0.0010576,0.0347533
MsgID.GLOBAL_POSITION,0.0000000,-122.3974530,37.7929515,5.7870000
MsgID.LOCAL_VELOCITY,0.0000000,-8.9000000,0.0000000,-0.0300000
MsgID.LOCAL_POSITION,73.8530000,52.3453789,0.0240136,-5.7876344
MsgID.LOCAL_VELOCITY,73.8530000,-8.9048891,-0.0008296,-0.0309589
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974548,37.7929298,5.7820000
MsgID.LOCAL_VELOCITY,0.0000000,-8.9000000,0.0000000,-0.1000000
MsgID.LOCAL_POSITION,74.1020000,49.9329491,-0.1355436,-5.7822490
MsgID.LOCAL_VELOCITY,74.1020000,-8.9086761,-0.0045464,-0.1034967
MsgID.GLOBAL_POSITION,0.0000000,-122.3974550,37.7929102,5.7770000
MsgID.LOCAL_VELOCITY,0.0000000,-8.9000000,0.0000000,-0.1400000
MsgID.LOCAL_POSITION,74.3520000,47.7510986,-0.1579670,-5.7778740
MsgID.LOCAL_VELOCITY,74.3520000,-8.9057627,0.0053635,-0.1410821
MsgID.GLOBAL_POSITION,0.0000000,-122.3974544,37.7928907,5.7880000
MsgID.LOCAL_VELOCITY,0.0000000,-8.9000000,0.0100000,-0.2000000
MsgID.LOCAL_POSITION,74.6030000,45.5834160,-0.1027498,-5.7884502
MsgID.LOCAL_VELOCITY,74.6030000,-8.9081163,0.0106167,-0.2047530
MsgID.GLOBAL_POSITION,0.0000000,-122.3974540,37.7928721,5.8110000
MsgID.LOCAL_VELOCITY,0.0000000,-8.9000000,0.0000000,-0.2300000
MsgID.LOCAL_POSITION,74.8540000,43.5159531,-0.0655838,-5.8115234
MsgID.LOCAL_VELOCITY,74.8540000,-8.9078245,0.0079823,-0.2334496
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974515,37.7928485,5.8240000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8600000,0.0000000,-0.0400000
MsgID.LOCAL_POSITION,75.1050000,40.9016457,0.1606586,-5.8249288
MsgID.LOCAL_VELOCITY,75.1050000,-8.8604174,0.0032047,-0.0459273
MsgID.GLOBAL_POSITION,0.0000000,-122.3974520,37.7928302,5.8260000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8500000,0.0000000,0.0300000
MsgID.LOCAL_POSITION,75.3550000,38.8600426,0.1075455,-5.8267040
MsgID.LOCAL_VELOCITY,75.3550000,-8.8536959,-0.0049649,0.0319999
MsgID.GLOBAL_POSITION,0.0000000,-122.3974542,37.7928107,5.8390000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8600000,0.0000000,0.0400000
MsgID.LOCAL_POSITION,75.6050000,36.6934433,-0.0817960,-5.8396583
MsgID.LOCAL_VELOCITY,75.6050000,-8.8695488,-0.0098719,0.0479793
MsgID.GLOBAL_POSITION,0.0000000,-122.3974550,37.7927920,5.8570000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8500000,0.0000000,0.1400000
MsgID.LOCAL_POSITION,75.8560000,34.6253510,-0.1534701,-5.8572340
MsgID.LOCAL_VELOCITY,75.8560000,-8.8572283,-0.0025341,0.1437422
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974532,37.7927706,5.8560000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8700000,0.0000000,0.1200000
MsgID.LOCAL_POSITION,76.1070000,32.2376060,0.0064771,-5.8566995
MsgID.LOCAL_VELOCITY,76.1070000,-8.8743572,0.0060926,0.1245311
MsgID.GLOBAL_POSITION,0.0000000,-122.3974523,37.7927514,5.8570000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8700000,0.0000000,0.1600000
MsgID.LOCAL_POSITION,76.3570000,30.1054535,0.0817358,-5.8570399
MsgID.LOCAL_VELOCITY,76.3570000,-8.8738594,0.0035893,0.1678439
MsgID.GLOBAL_POSITION,0.0000000,-122.3974538,37.7927303,5.8420000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8900000,0.0000000,0.0900000
MsgID.LOCAL_POSITION,76.6080000,27.7616215,-0.0475281,-5.8424149
MsgID.LOCAL_VELOCITY,76.6080000,-8.8969212,-0.0025290,0.0930993
MsgID.GLOBAL_POSITION,0.0000000,-122.3974545,37.7927111,5.8500000
MsgID.LOCAL_VELOCITY,0.0000000,-8.9100000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,76.8590000,25.6308918,-0.1110489,-5.8500972
MsgID.LOCAL_VELOCITY,76.8590000,-8.9176645,-0.0006799,0.0022711
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974530,37.7926901,5.8490000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8900000,0.0000000,0.0200000
MsgID.LOCAL_POSITION,77.1090000,23.2963390,0.0222496,-5.8498220
MsgID.LOCAL_VELOCITY,77.1090000,-8.8953915,0.0056123,0.0269314
MsgID.GLOBAL_POSITION,0.0000000,-122.3974529,37.7926706,5.8370000
MsgID.LOCAL_VELOCITY,0.0000000,-8.9000000,0.0000000,-0.0600000
MsgID.LOCAL_POSITION,77.3590000,21.1295967,0.0285274,-5.8372130
MsgID.LOCAL_VELOCITY,77.3590000,-8.9052725,0.0040374,-0.0602968
MsgID.GLOBAL_POSITION,0.0000000,-122.3974529,37.7926504,5.8400000
MsgID.LOCAL_VELOCITY,0.0000000,-8.9200000,0.0000000,-0.1700000
MsgID.LOCAL_POSITION,77.6090000,18.8868904,0.0283606,-5.8408093
MsgID.LOCAL_VELOCITY,77.6090000,-8.9249363,-0.0029026,-0.1775209
MsgID.GLOBAL_POSITION,0.0000000,-122.3974529,37.7926324,5.8450000
MsgID.LOCAL_VELOCITY,0.0000000,-8.9200000,0.0000000,-0.2100000
MsgID.LOCAL_POSITION,77.8590000,16.8901081,0.0276847,-5.8452115
MsgID.LOCAL_VELOCITY,77.8590000,-8.9212084,-0.0032967,-0.2178828
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974530,37.7926105,5.8530000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8900000,0.0000000,-0.1800000
MsgID.LOCAL_POSITION,78.1090000,14.4506855,0.0266021,-5.8536072
MsgID.LOCAL_VELOCITY,78.1090000,-8.8935480,-0.0045994,-0.1872787
MsgID.GLOBAL_POSITION,0.0000000,-122.3974530,37.7925905,5.8490000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8900000,0.0000000,-0.2000000
MsgID.LOCAL_POSITION,78.3590000,12.2366199,0.0248772,-5.8495069
MsgID.LOCAL_VELOCITY,78.3590000,-8.8921461,-0.0018711,-0.2063309
MsgID.GLOBAL_POSITION,0.0000000,-122.3974532,37.7925697,5.8650000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8900000,0.0000000,-0.2000000
MsgID.LOCAL_POSITION,78.6100000,9.9202032,0.0009821,-5.8650322
MsgID.LOCAL_VELOCITY,78.6100000,-8.8949146,0.0005071,-0.2000813
MsgID.GLOBAL_POSITION,0.0000000,-122.3974515,37.7925518,5.8760000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8600000,0.0000000,-0.0600000
MsgID.LOCAL_POSITION,78.8590000,7.9269581,0.1550498,-5.8763671
MsgID.LOCAL_VELOCITY,78.8590000,-8.8609371,0.0005474,-0.0627018
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974512,37.7925306,5.8770000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8500000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,79.1100000,5.5786886,0.1791787,-5.8775544
MsgID.LOCAL_VELOCITY,79.1100000,-8.8564329,-0.0086691,-0.0051086
MsgID.GLOBAL_POSITION,0.0000000,-122.3974527,37.7925106,5.8790000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8600000,-0.0100000,0.0400000
MsgID.LOCAL_POSITION,79.3600000,3.3528824,0.0453966,-5.8798494
MsgID.LOCAL_VELOCITY,79.3600000,-8.8616028,-0.0122996,0.0404071
MsgID.GLOBAL_POSITION,0.0000000,-122.3974530,37.7924900,5.8980000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8700000,0.0000000,0.0200000
MsgID.LOCAL_POSITION,79.6100000,1.0623134,0.0196397,-5.8981833
MsgID.LOCAL_VELOCITY,79.6100000,-8.8761654,-0.0066174,0.0292957
MsgID.GLOBAL_POSITION,0.0000000,-122.3974529,37.7924708,5.9050000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8600000,0.0000000,0.0700000
MsgID.LOCAL_POSITION,79.8610000,-1.0663369,0.0316953,-5.9057741
MsgID.LOCAL_VELOCITY,79.8610000,-8.8693514,-0.0055637,0.0745066
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974514,37.7924501,5.9090000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8600000,0.0000000,0.1200000
MsgID.LOCAL_POSITION,80.1110000,-3.3716922,0.1649063,-5.9099307
MsgID.LOCAL_VELOCITY,80.1110000,-8.8690653,-0.0077542,0.1238162
MsgID.GLOBAL_POSITION,0.0000000,-122.3974526,37.7924314,5.8980000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8800000,-0.0100000,0.1000000
MsgID.LOCAL_POSITION,80.3600000,-5.4510088,0.0623042,-5.8989558
MsgID.LOCAL_VELOCITY,80.3600000,-8.8820095,-0.0132070,0.1081832
MsgID.GLOBAL_POSITION,0.0000000,-122.3974536,37.7924107,5.8890000
MsgID.LOCAL_VELOCITY,0.0000000,-8.9000000,0.0000000,0.0200000
MsgID.LOCAL_POSITION,80.6110000,-7.7438560,-0.0279129,-5.8898644
MsgID.LOCAL_VELOCITY,80.6110000,-8.9007750,-0.0086977,0.0250947
MsgID.GLOBAL_POSITION,0.0000000,-122.3974537,37.7923914,5.8960000
MsgID.LOCAL_VELOCITY,0.0000000,-8.9000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,80.8610000,-9.8889341,-0.0406216,-5.8969636
MsgID.LOCAL_VELOCITY,80.8610000,-8.9000063,0.0026908,-0.0018188
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974532,37.7923714,5.8950000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8900000,0.0000000,-0.0300000
MsgID.LOCAL_POSITION,81.1110000,-12.1169138,0.0028843,-5.8956890
MsgID.LOCAL_VELOCITY,81.1110000,-8.8983479,0.0066307,-0.0378652
MsgID.GLOBAL_POSITION,0.0000000,-122.3974531,37.7923508,5.8920000
MsgID.LOCAL_VELOCITY,0.0000000,-8.9000000,0.0000000,-0.1100000
MsgID.LOCAL_POSITION,81.3610000,-14.3981781,0.0130322,-5.8922853
MsgID.LOCAL_VELOCITY,81.3610000,-8.9085169,0.0026306,-0.1156345
MsgID.GLOBAL_POSITION,0.0000000,-122.3974525,37.7923297,5.8900000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8900000,0.0000000,-0.1100000
MsgID.LOCAL_POSITION,81.6110000,-16.7492123,0.0716848,-5.8906765
MsgID.LOCAL_VELOCITY,81.6110000,-8.8958302,0.0005538,-0.1132164
MsgID.GLOBAL_POSITION,0.0000000,-122.3974518,37.7923106,5.8960000
MsgID.LOCAL_VELOCITY,0.0000000,-8.9000000,0.0000000,-0.1800000
MsgID.LOCAL_POSITION,81.8630000,-18.8658485,0.1283142,-5.8963962
MsgID.LOCAL_VELOCITY,81.8630000,-8.9077082,-0.0074034,-0.1828226
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974544,37.7922899,5.9020000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8800000,-0.0100000,-0.0900000
MsgID.LOCAL_POSITION,82.1130000,-21.1678905,-0.1027384,-5.9023142
MsgID.LOCAL_VELOCITY,82.1130000,-8.8814096,-0.0164974,-0.0956962
MsgID.GLOBAL_POSITION,0.0000000,-122.3974539,37.7922706,5.9000000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8700000,0.0000000,-0.0800000
MsgID.LOCAL_POSITION,82.3630000,-23.3084087,-0.0536348,-5.9000950
MsgID.LOCAL_VELOCITY,82.3630000,-8.8745642,-0.0010699,-0.0866487
MsgID.GLOBAL_POSITION,0.0000000,-122.3974532,37.7922490,5.9120000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8800000,0.0000000,-0.1000000
MsgID.LOCAL_POSITION,82.6130000,-25.7082787,0.0075832,-5.9127049
MsgID.LOCAL_VELOCITY,82.6130000,-8.8822670,0.0032189,-0.1004848
MsgID.GLOBAL_POSITION,0.0000000,-122.3974531,37.7922296,5.9200000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8600000,0.0000000,0.0100000
MsgID.LOCAL_POSITION,82.8640000,-27.8631744,0.0167153,-5.9200578
MsgID.LOCAL_VELOCITY,82.8640000,-8.8620768,0.0031366,0.0193972
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974530,37.7922102,5.9360000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8800000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,83.1140000,-30.0217915,0.0195647,-5.9363523
MsgID.LOCAL_VELOCITY,83.1140000,-8.8818569,0.0027087,-0.0014316
MsgID.GLOBAL_POSITION,0.0000000,-122.3974537,37.7921904,5.9520000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8500000,0.0000000,0.1500000
MsgID.LOCAL_POSITION,83.3630000,-32.2292747,-0.0424665,-5.9526343
MsgID.LOCAL_VELOCITY,83.3630000,-8.8530188,0.0018483,0.1569207
MsgID.GLOBAL_POSITION,0.0000000,-122.3974527,37.7921701,5.9520000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8400000,0.0000000,0.2400000
MsgID.LOCAL_POSITION,83.6140000,-34.4777336,0.0533429,-5.9528394
MsgID.LOCAL_VELOCITY,83.6140000,-8.8457737,0.0078444,0.2414178
MsgID.GLOBAL_POSITION,0.0000000,-122.3974515,37.7921503,5.9540000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8800000,0.0000000,0.1800000
MsgID.LOCAL_POSITION,83.8650000,-36.6803131,0.1601254,-5.9541492
MsgID.LOCAL_VELOCITY,83.8650000,-8.8811750,-0.0014847,0.1831911
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974530,37.7921313,5.9490000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8600000,-0.0100000,0.2700000
MsgID.LOCAL_POSITION,84.1150000,-38.7925720,0.0249927,-5.9495935
MsgID.LOCAL_VELOCITY,84.1150000,-8.8624649,-0.0187388,0.2773983
MsgID.GLOBAL_POSITION,0.0000000,-122.3974532,37.7921106,5.9350000
MsgID.LOCAL_VELOCITY,0.0000000,-8.8900000,-0.0100000,0.1300000
MsgID.LOCAL_POSITION,84.3650000,-41.0871048,0.0046360,-5.9359074
MsgID.LOCAL_VELOCITY,84.3650000,-8.8973989,-0.0170452,0.1371233
MsgID.GLOBAL_POSITION,0.0000000,-122.3974528,37.7920889,5.9190000
MsgID.LOCAL_VELOCITY,0.0000000,-8.9100000,0.0000000,0.0300000
MsgID.LOCAL_POSITION,84.6160000,-43.5046234,0.0433820,-5.9191890
MsgID.LOCAL_VELOCITY,84.6160000,-8.9165993,-0.0073734,0.0345578
MsgID.GLOBAL_POSITION,0.0000000,-122.3974516,37.7920696,5.9160000
MsgID.LOCAL_VELOCITY,0.0000000,-8.9200000,-0.0100000,-0.0900000
MsgID.LOCAL_POSITION,84.8660000,-45.6437950,0.1511565,-5.9164805
MsgID.LOCAL_VELOCITY,84.8660000,-8.9236202,-0.0105378,-0.0924384
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974593,37.7920673,5.9460000
MsgID.LOCAL_VELOCITY,0.0000000,-0.7900000,-2.3300000,-0.1200000
MsgID.LOCAL_POSITION,85.1160000,-45.9026413,-0.5402359,-5.9462767
MsgID.LOCAL_VELOCITY,85.1160000,-0.7923117,-2.3398204,-0.1226623
MsgID.GLOBAL_POSITION,0.0000000,-122.3974652,37.7920642,5.9200000
MsgID.LOCAL_VELOCITY,0.0000000,-2.0400000,-1.8100000,-0.0800000
MsgID.LOCAL_POSITION,85.3660000,-46.2501297,-1.0609180,-5.9204006
MsgID.LOCAL_VELOCITY,85.3660000,-2.0480137,-1.8189242,-0.0852067
MsgID.GLOBAL_POSITION,0.0000000,-122.3974699,37.7920571,5.9160000
MsgID.LOCAL_VELOCITY,0.0000000,-3.2600000,-1.3300000,-0.2100000
MsgID.LOCAL_POSITION,85.6160000,-47.0408707,-1.4773260,-5.9162464
MsgID.LOCAL_VELOCITY,85.6160000,-3.2677374,-1.3367513,-0.2126136
MsgID.GLOBAL_POSITION,0.0000000,-122.3974728,37.7920489,5.9210000
MsgID.LOCAL_VELOCITY,0.0000000,-4.2800000,-0.9000000,-0.1800000
MsgID.LOCAL_POSITION,85.8660000,-47.9421120,-1.7370033,-5.9218235
MsgID.LOCAL_VELOCITY,85.8660000,-4.2883577,-0.9059654,-0.1839106
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974766,37.7920408,5.9830000
MsgID.LOCAL_VELOCITY,0.0000000,-3.3800000,-2.3100000,-0.5600000
MsgID.LOCAL_POSITION,86.1170000,-48.8416977,-2.0751772,-5.9831758
MsgID.LOCAL_VELOCITY,86.1170000,-3.3833842,-2.3144515,-0.5638808
MsgID.GLOBAL_POSITION,0.0000000,-122.3974833,37.7920349,6.0580000
MsgID.LOCAL_VELOCITY,0.0000000,0.1400000,-1.7500000,-0.6400000
MsgID.LOCAL_POSITION,86.3680000,-49.4993362,-2.6743205,-6.0582376
MsgID.LOCAL_VELOCITY,86.3680000,0.1495663,-1.7572814,-0.6414698
MsgID.GLOBAL_POSITION,0.0000000,-122.3974874,37.7920337,5.9930000
MsgID.LOCAL_VELOCITY,0.0000000,-0.5600000,-1.3000000,0.5900000
MsgID.LOCAL_POSITION,86.6180000,-49.6384544,-3.0382254,-5.9935694
MsgID.LOCAL_VELOCITY,86.6180000,-0.5606425,-1.3082275,0.5999631
MsgID.GLOBAL_POSITION,0.0000000,-122.3974881,37.7920310,5.9000000
MsgID.LOCAL_VELOCITY,0.0000000,0.1800000,0.5400000,-0.4200000
MsgID.LOCAL_POSITION,86.8680000,-49.9299126,-3.0958972,-5.9006743
MsgID.LOCAL_VELOCITY,86.8680000,0.1848503,0.5481371,-0.4222825
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974877,37.7920302,5.9800000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0800000,0.0700000,-0.3700000
MsgID.LOCAL_POSITION,87.1180000,-50.0205116,-3.0593939,-5.9807267
MsgID.LOCAL_VELOCITY,87.1180000,-0.0844777,0.0720734,-0.3723216
MsgID.GLOBAL_POSITION,0.0000000,-122.3974880,37.7920301,6.0110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0300000,-0.0200000,0.1300000
MsgID.LOCAL_POSITION,87.3680000,-50.0313454,-3.0865245,-6.0110602
MsgID.LOCAL_VELOCITY,87.3680000,0.0340927,-0.0201741,0.1332862
MsgID.GLOBAL_POSITION,0.0000000,-122.3974880,37.7920317,5.9840000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,-0.0100000,0.2200000
MsgID.LOCAL_POSITION,87.6190000,-49.8529778,-3.0914249,-5.9840684
MsgID.LOCAL_VELOCITY,87.6190000,0.0259519,-0.0111740,0.2294321
MsgID.GLOBAL_POSITION,0.0000000,-122.3974886,37.7920317,5.9720000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,-0.0100000,0.1200000
MsgID.LOCAL_POSITION,87.8690000,-49.8573990,-3.1407819,-5.9724989
MsgID.LOCAL_VELOCITY,87.8690000,-0.0330324,-0.0116904,0.1284591
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974891,37.7920310,5.9780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0400000,0.0000000,0.1200000
MsgID.LOCAL_POSITION,88.1190000,-49.9322395,-3.1831324,-5.9782472
MsgID.LOCAL_VELOCITY,88.1190000,0.0454215,-0.0088544,0.1206150
MsgID.GLOBAL_POSITION,0.0000000,-122.3974902,37.7920313,5.9720000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,-0.0200000,0.1400000
MsgID.LOCAL_POSITION,88.3690000,-49.8995819,-3.2819655,-5.9720564
MsgID.LOCAL_VELOCITY,88.3690000,-0.0268224,-0.0204017,0.1485852
MsgID.GLOBAL_POSITION,0.0000000,-122.3974895,37.7920321,5.9790000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,-0.0400000,0.1100000
MsgID.LOCAL_POSITION,88.6190000,-49.8124809,-3.2244098,-5.9792762
MsgID.LOCAL_VELOCITY,88.6190000,-0.0253220,-0.0454508,0.1160265
MsgID.GLOBAL_POSITION,0.0000000,-122.3974898,37.7920310,5.9750000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0500000,-0.0800000,0.0600000
MsgID.LOCAL_POSITION,88.8690000,-49.9321442,-3.2445600,-5.9750524
MsgID.LOCAL_VELOCITY,88.8690000,-0.0523818,-0.0821491,0.0683871
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974875,37.7920300,5.9860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0500000
MsgID.LOCAL_POSITION,89.1190000,-50.0455666,-3.0428503,-5.9861021
MsgID.LOCAL_VELOCITY,89.1190000,0.0024764,-0.0015181,0.0567929
MsgID.GLOBAL_POSITION,0.0000000,-122.3974866,37.7920300,5.9950000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0100000,0.1300000
MsgID.LOCAL_POSITION,89.3700000,-50.0451851,-2.9676163,-5.9950695
MsgID.LOCAL_VELOCITY,89.3700000,0.0186062,-0.0186009,0.1324956
MsgID.GLOBAL_POSITION,0.0000000,-122.3974870,37.7920300,5.9860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,0.1300000
MsgID.LOCAL_POSITION,89.6210000,-50.0423813,-2.9948523,-5.9862232
MsgID.LOCAL_VELOCITY,89.6210000,0.0116295,-0.0077116,0.1312227
MsgID.GLOBAL_POSITION,0.0000000,-122.3974888,37.7920300,5.9700000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,0.0600000
MsgID.LOCAL_POSITION,89.8720000,-50.0415497,-3.1584954,-5.9707885
MsgID.LOCAL_VELOCITY,89.8720000,0.0119265,-0.0079772,0.0694879
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974886,37.7920301,5.9610000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,90.1220000,-50.0404663,-3.1421514,-5.9612193
MsgID.LOCAL_VELOCITY,90.1220000,-0.0039374,-0.0005058,-0.0148176
MsgID.GLOBAL_POSITION,0.0000000,-122.3974887,37.7920297,5.9600000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-0.1200000
MsgID.LOCAL_POSITION,90.3720000,-50.0801392,-3.1541028,-5.9608674
MsgID.LOCAL_VELOCITY,90.3720000,-0.0189045,0.0082897,-0.1232841
MsgID.GLOBAL_POSITION,0.0000000,-122.3974888,37.7920297,5.9580000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,0.0000000,-0.1200000
MsgID.LOCAL_POSITION,90.6220000,-50.0814476,-3.1574433,-5.9580088
MsgID.LOCAL_VELOCITY,90.6220000,-0.0316434,0.0031016,-0.1211183
MsgID.GLOBAL_POSITION,0.0000000,-122.3974901,37.7920302,5.9560000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0700000,0.0000000,-0.1700000
MsgID.LOCAL_POSITION,90.8730000,-50.0273247,-3.2784133,-5.9564090
MsgID.LOCAL_VELOCITY,90.8730000,-0.0711010,0.0051242,-0.1713843
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974888,37.7920288,5.9620000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1000000,0.0000000,-0.2400000
MsgID.LOCAL_POSITION,91.1230000,-50.1840973,-3.1577926,-5.9626017
MsgID.LOCAL_VELOCITY,91.1230000,-0.1020077,0.0071952,-0.2410802
MsgID.GLOBAL_POSITION,0.0000000,-122.3974884,37.7920280,5.9840000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1400000,0.0000000,-0.2300000
MsgID.LOCAL_POSITION,91.3730000,-50.2647018,-3.1230488,-5.9840875
MsgID.LOCAL_VELOCITY,91.3730000,-0.1439079,0.0028228,-0.2379225
MsgID.GLOBAL_POSITION,0.0000000,-122.3974884,37.7920280,6.0120000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0900000,0.0000000,-0.1200000
MsgID.LOCAL_POSITION,91.6230000,-50.2646103,-3.1234164,-6.0126500
MsgID.LOCAL_VELOCITY,91.6230000,-0.0957020,-0.0034926,-0.1243664
MsgID.GLOBAL_POSITION,0.0000000,-122.3974884,37.7920297,6.0420000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1000000,-0.0400000,-0.0700000
MsgID.LOCAL_POSITION,91.8740000,-50.0828476,-3.1258788,-6.0427227
MsgID.LOCAL_VELOCITY,91.8740000,-0.1083325,-0.0422934,-0.0736859
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974890,37.7920296,6.0550000
MsgID.LOCAL_VELOCITY,0.0000000,-0.3600000,-0.3100000,0.0300000
MsgID.LOCAL_POSITION,92.1240000,-50.0959435,-3.1760557,-6.0551276
MsgID.LOCAL_VELOCITY,92.1240000,-0.3654137,-0.3167023,0.0325951
MsgID.GLOBAL_POSITION,0.0000000,-122.3974910,37.7920265,6.0530000
